a=1, b=0, c=1
a=506521, b=505515, c=1006
a=507528, b=506521, c=1007
a=508536, b=507528, c=1008
a=509545, b=508536, c=1009
a=510555, b=509545, c=1010
a=511566, b=510555, c=1011
a=512578, b=511566, c=1012
a=513591, b=512578, c=1013
a=514605, b=513591, c=1014
a=515620, b=514605, c=1015
a=516636, b=515620, c=1016
a=517653, b=516636, c=1017
a=518671, b=517653, c=1018
a=519690, b=518671, c=1019
a=520710, b=519690, c=1020
a=521731, b=520710, c=1021
a=522753, b=521731, c=1022
a=523776, b=522753, c=1023
a=524800, b=523776, c=1024
a=525825, b=524800, c=1025
a=526851, b=525825, c=1026
a=527878, b=526851, c=1027
a=528906, b=527878, c=1028
a=529935, b=528906, c=1029
a=530965, b=529935, c=1030
a=531996, b=530965, c=1031
a=533028, b=531996, c=1032
a=534061, b=533028, c=1033
a=535095, b=534061, c=1034
a=536130, b=535095, c=1035
a=537166, b=536130, c=1036
a=538203, b=537166, c=1037
a=539241, b=538203, c=1038
a=540280, b=539241, c=1039
a=541320, b=540280, c=1040
a=542361, b=541320, c=1041
a=543403, b=542361, c=1042
a=544446, b=543403, c=1043
a=545490, b=544446, c=1044
a=546535, b=545490, c=1045
a=547581, b=546535, c=1046
a=548628, b=547581, c=1047
a=549676, b=548628, c=1048
a=550725, b=549676, c=1049
a=551775, b=550725, c=1050
a=552826, b=551775, c=1051
a=553878, b=552826, c=1052
a=554931, b=553878, c=1053
a=555985, b=554931, c=1054
a=557040, b=555985, c=1055
a=558096, b=557040, c=1056
a=559153, b=558096, c=1057
a=560211, b=559153, c=1058
a=561270, b=560211, c=1059
a=562330, b=561270, c=1060
a=563391, b=562330, c=1061
a=564453, b=563391, c=1062
a=565516, b=564453, c=1063
a=566580, b=565516, c=1064
a=567645, b=566580, c=1065
a=568711, b=567645, c=1066
a=569778, b=568711, c=1067
a=570846, b=569778, c=1068
a=571915, b=570846, c=1069
a=572985, b=571915, c=1070
a=574056, b=572985, c=1071
a=575128, b=574056, c=1072
a=576201, b=575128, c=1073
a=577275, b=576201, c=1074
a=578350, b=577275, c=1075
a=579426, b=578350, c=1076
a=580503, b=579426, c=1077
a=581581, b=580503, c=1078
a=582660, b=581581, c=1079
a=583740, b=582660, c=1080
a=584821, b=583740, c=1081
a=585903, b=584821, c=1082
a=586986, b=585903, c=1083
a=588070, b=586986, c=1084
a=589155, b=588070, c=1085
a=590241, b=589155, c=1086
a=591328, b=590241, c=1087
a=592416, b=591328, c=1088
a=593505, b=592416, c=1089
a=594595, b=593505, c=1090
a=595686, b=594595, c=1091
a=596778, b=595686, c=1092
a=597871, b=596778, c=1093
a=598965, b=597871, c=1094
a=600060, b=598965, c=1095
a=601156, b=600060, c=1096
a=602253, b=601156, c=1097
a=603351, b=602253, c=1098
a=604450, b=603351, c=1099
a=605550, b=604450, c=1100
a=606651, b=605550, c=1101
a=607753, b=606651, c=1102
a=608856, b=607753, c=1103
a=609960, b=608856, c=1104
a=611065, b=609960, c=1105
a=612171, b=611065, c=1106
a=613278, b=612171, c=1107
a=614386, b=613278, c=1108
a=615495, b=614386, c=1109
a=616605, b=615495, c=1110
a=617716, b=616605, c=1111
a=618828, b=617716, c=1112
a=619941, b=618828, c=1113
a=621055, b=619941, c=1114
a=622170, b=621055, c=1115
a=623286, b=622170, c=1116
a=624403, b=623286, c=1117
a=625521, b=624403, c=1118
a=626640, b=625521, c=1119
a=627760, b=626640, c=1120
a=628881, b=627760, c=1121
a=630003, b=628881, c=1122
a=631126, b=630003, c=1123
a=632250, b=631126, c=1124
a=633375, b=632250, c=1125
a=634501, b=633375, c=1126
a=635628, b=634501, c=1127
a=636756, b=635628, c=1128
a=637885, b=636756, c=1129
a=639015, b=637885, c=1130
a=640146, b=639015, c=1131
a=641278, b=640146, c=1132
a=642411, b=641278, c=1133
a=643545, b=642411, c=1134
a=644680, b=643545, c=1135
a=645816, b=644680, c=1136
a=646953, b=645816, c=1137
a=648091, b=646953, c=1138
a=649230, b=648091, c=1139
a=650370, b=649230, c=1140
a=651511, b=650370, c=1141
a=652653, b=651511, c=1142
a=653796, b=652653, c=1143
a=654940, b=653796, c=1144
a=656085, b=654940, c=1145
a=657231, b=656085, c=1146
a=658378, b=657231, c=1147
a=659526, b=658378, c=1148
a=660675, b=659526, c=1149
a=661825, b=660675, c=1150
a=662976, b=661825, c=1151
a=664128, b=662976, c=1152
a=665281, b=664128, c=1153
a=666435, b=665281, c=1154
a=667590, b=666435, c=1155
a=668746, b=667590, c=1156
a=669903, b=668746, c=1157
a=671061, b=669903, c=1158
a=672220, b=671061, c=1159
a=673380, b=672220, c=1160
a=674541, b=673380, c=1161
a=675703, b=674541, c=1162
a=676866, b=675703, c=1163
a=678030, b=676866, c=1164
a=679195, b=678030, c=1165
a=680361, b=679195, c=1166
a=681528, b=680361, c=1167
a=682696, b=681528, c=1168
a=683865, b=682696, c=1169
a=685035, b=683865, c=1170
a=686206, b=685035, c=1171
a=687378, b=686206, c=1172
a=688551, b=687378, c=1173
a=689725, b=688551, c=1174
a=690900, b=689725, c=1175
a=692076, b=690900, c=1176
a=693253, b=692076, c=1177
a=694431, b=693253, c=1178
a=695610, b=694431, c=1179
a=696790, b=695610, c=1180
a=697971, b=696790, c=1181
a=699153, b=697971, c=1182
a=700336, b=699153, c=1183
a=701520, b=700336, c=1184
a=702705, b=701520, c=1185
a=703891, b=702705, c=1186
a=705078, b=703891, c=1187
a=706266, b=705078, c=1188
a=707455, b=706266, c=1189
a=708645, b=707455, c=1190
a=709836, b=708645, c=1191
a=711028, b=709836, c=1192
a=712221, b=711028, c=1193
a=713415, b=712221, c=1194
a=714610, b=713415, c=1195
a=715806, b=714610, c=1196
a=717003, b=715806, c=1197
a=718201, b=717003, c=1198
a=719400, b=718201, c=1199
a=720600, b=719400, c=1200
a=721801, b=720600, c=1201
a=723003, b=721801, c=1202
a=724206, b=723003, c=1203
a=725410, b=724206, c=1204
a=726615, b=725410, c=1205
a=727821, b=726615, c=1206
a=729028, b=727821, c=1207
a=730236, b=729028, c=1208
a=731445, b=730236, c=1209
a=732655, b=731445, c=1210
a=733866, b=732655, c=1211
a=735078, b=733866, c=1212
a=736291, b=735078, c=1213
a=737505, b=736291, c=1214
a=738720, b=737505, c=1215
a=739936, b=738720, c=1216
a=741153, b=739936, c=1217
a=742371, b=741153, c=1218
a=743590, b=742371, c=1219
a=744810, b=743590, c=1220
a=746031, b=744810, c=1221
a=747253, b=746031, c=1222
a=748476, b=747253, c=1223
a=749700, b=748476, c=1224
a=750925, b=749700, c=1225
a=752151, b=750925, c=1226
a=753378, b=752151, c=1227
a=754606, b=753378, c=1228
a=755835, b=754606, c=1229
a=757065, b=755835, c=1230
a=758296, b=757065, c=1231
a=759528, b=758296, c=1232
a=760761, b=759528, c=1233
a=761995, b=760761, c=1234
a=763230, b=761995, c=1235
a=764466, b=763230, c=1236
a=765703, b=764466, c=1237
a=766941, b=765703, c=1238
a=768180, b=766941, c=1239
a=769420, b=768180, c=1240
a=770661, b=769420, c=1241
a=771903, b=770661, c=1242
a=773146, b=771903, c=1243
a=774390, b=773146, c=1244
a=775635, b=774390, c=1245
a=776881, b=775635, c=1246
a=778128, b=776881, c=1247
a=779376, b=778128, c=1248
a=780625, b=779376, c=1249
a=781875, b=780625, c=1250
a=783126, b=781875, c=1251
a=784378, b=783126, c=1252
a=785631, b=784378, c=1253
a=786885, b=785631, c=1254
a=788140, b=786885, c=1255
a=789396, b=788140, c=1256
a=790653, b=789396, c=1257
a=791911, b=790653, c=1258
a=793170, b=791911, c=1259
a=794430, b=793170, c=1260
a=795691, b=794430, c=1261
a=796953, b=795691, c=1262
a=798216, b=796953, c=1263
a=799480, b=798216, c=1264
a=800745, b=799480, c=1265
a=802011, b=800745, c=1266
a=803278, b=802011, c=1267
a=804546, b=803278, c=1268
a=805815, b=804546, c=1269
a=807085, b=805815, c=1270
a=808356, b=807085, c=1271
a=809628, b=808356, c=1272
a=810901, b=809628, c=1273
a=812175, b=810901, c=1274
a=813450, b=812175, c=1275
a=814726, b=813450, c=1276
a=816003, b=814726, c=1277
a=817281, b=816003, c=1278
a=818560, b=817281, c=1279
a=819840, b=818560, c=1280
a=821121, b=819840, c=1281
a=822403, b=821121, c=1282
a=823686, b=822403, c=1283
a=824970, b=823686, c=1284
a=826255, b=824970, c=1285
a=827541, b=826255, c=1286
a=828828, b=827541, c=1287
a=830116, b=828828, c=1288
a=831405, b=830116, c=1289
a=832695, b=831405, c=1290
a=833986, b=832695, c=1291
a=835278, b=833986, c=1292
a=836571, b=835278, c=1293
a=837865, b=836571, c=1294
a=839160, b=837865, c=1295
a=840456, b=839160, c=1296
a=841753, b=840456, c=1297
a=843051, b=841753, c=1298
a=844350, b=843051, c=1299
a=845650, b=844350, c=1300
a=846951, b=845650, c=1301
a=848253, b=846951, c=1302
a=849556, b=848253, c=1303
a=850860, b=849556, c=1304
a=852165, b=850860, c=1305
a=853471, b=852165, c=1306
a=854778, b=853471, c=1307
a=856086, b=854778, c=1308
a=857395, b=856086, c=1309
a=858705, b=857395, c=1310
a=860016, b=858705, c=1311
a=861328, b=860016, c=1312
a=862641, b=861328, c=1313
a=863955, b=862641, c=1314
a=865270, b=863955, c=1315
a=866586, b=865270, c=1316
a=867903, b=866586, c=1317
a=869221, b=867903, c=1318
a=870540, b=869221, c=1319
a=871860, b=870540, c=1320
a=873181, b=871860, c=1321
a=874503, b=873181, c=1322
a=875826, b=874503, c=1323
a=877150, b=875826, c=1324
a=878475, b=877150, c=1325
a=879801, b=878475, c=1326
a=881128, b=879801, c=1327
a=882456, b=881128, c=1328
a=883785, b=882456, c=1329
a=885115, b=883785, c=1330
a=886446, b=885115, c=1331
a=887778, b=886446, c=1332
a=889111, b=887778, c=1333
a=890445, b=889111, c=1334
a=891780, b=890445, c=1335
a=893116, b=891780, c=1336
a=894453, b=893116, c=1337
a=895791, b=894453, c=1338
a=897130, b=895791, c=1339
a=898470, b=897130, c=1340
a=899811, b=898470, c=1341
a=901153, b=899811, c=1342
a=902496, b=901153, c=1343
a=903840, b=902496, c=1344
a=905185, b=903840, c=1345
a=906531, b=905185, c=1346
a=907878, b=906531, c=1347
a=909226, b=907878, c=1348
a=910575, b=909226, c=1349
a=911925, b=910575, c=1350
a=913276, b=911925, c=1351
a=914628, b=913276, c=1352
a=915981, b=914628, c=1353
a=917335, b=915981, c=1354
a=918690, b=917335, c=1355
a=920046, b=918690, c=1356
a=921403, b=920046, c=1357
a=922761, b=921403, c=1358
a=924120, b=922761, c=1359
a=925480, b=924120, c=1360
a=926841, b=925480, c=1361
a=928203, b=926841, c=1362
a=929566, b=928203, c=1363
a=930930, b=929566, c=1364
a=932295, b=930930, c=1365
a=933661, b=932295, c=1366
a=935028, b=933661, c=1367
a=936396, b=935028, c=1368
a=937765, b=936396, c=1369
a=939135, b=937765, c=1370
a=940506, b=939135, c=1371
a=941878, b=940506, c=1372
a=943251, b=941878, c=1373
a=944625, b=943251, c=1374
a=946000, b=944625, c=1375
a=947376, b=946000, c=1376
a=948753, b=947376, c=1377
a=950131, b=948753, c=1378
a=951510, b=950131, c=1379
a=952890, b=951510, c=1380
a=954271, b=952890, c=1381
a=955653, b=954271, c=1382
a=957036, b=955653, c=1383
a=958420, b=957036, c=1384
a=959805, b=958420, c=1385
a=961191, b=959805, c=1386
a=962578, b=961191, c=1387
a=963966, b=962578, c=1388
a=965355, b=963966, c=1389
a=966745, b=965355, c=1390
a=968136, b=966745, c=1391
a=969528, b=968136, c=1392
a=970921, b=969528, c=1393
a=972315, b=970921, c=1394
a=973710, b=972315, c=1395
a=975106, b=973710, c=1396
a=976503, b=975106, c=1397
a=977901, b=976503, c=1398
a=979300, b=977901, c=1399
a=980700, b=979300, c=1400
a=982101, b=980700, c=1401
a=983503, b=982101, c=1402
a=984906, b=983503, c=1403
a=986310, b=984906, c=1404
a=987715, b=986310, c=1405
a=989121, b=987715, c=1406
a=990528, b=989121, c=1407
a=991936, b=990528, c=1408
a=993345, b=991936, c=1409
a=994755, b=993345, c=1410
a=996166, b=994755, c=1411
a=997578, b=996166, c=1412
a=998991, b=997578, c=1413
a=1000405, b=998991, c=1414
a=1001820, b=1000405, c=1415
a=1003236, b=1001820, c=1416
a=1004653, b=1003236, c=1417
a=1006071, b=1004653, c=1418
a=1007490, b=1006071, c=1419
a=1008910, b=1007490, c=1420
a=1010331, b=1008910, c=1421
a=1011753, b=1010331, c=1422
a=1013176, b=1011753, c=1423
a=1014600, b=1013176, c=1424
a=1016025, b=1014600, c=1425
a=1017451, b=1016025, c=1426
a=1018878, b=1017451, c=1427
a=1020306, b=1018878, c=1428
a=1021735, b=1020306, c=1429
a=1023165, b=1021735, c=1430
a=1024596, b=1023165, c=1431
a=1026028, b=1024596, c=1432
a=1027461, b=1026028, c=1433
a=1028895, b=1027461, c=1434
a=1030330, b=1028895, c=1435
a=1031766, b=1030330, c=1436
a=1033203, b=1031766, c=1437
a=1034641, b=1033203, c=1438
a=1036080, b=1034641, c=1439
a=1037520, b=1036080, c=1440
a=1038961, b=1037520, c=1441
a=1040403, b=1038961, c=1442
a=1041846, b=1040403, c=1443
a=1043290, b=1041846, c=1444
a=1044735, b=1043290, c=1445
a=1046181, b=1044735, c=1446
a=1047628, b=1046181, c=1447
a=1049076, b=1047628, c=1448
a=1050525, b=1049076, c=1449
a=1051975, b=1050525, c=1450
a=1053426, b=1051975, c=1451
a=1054878, b=1053426, c=1452
a=1056331, b=1054878, c=1453
a=1057785, b=1056331, c=1454
a=1059240, b=1057785, c=1455
a=1060696, b=1059240, c=1456
a=1062153, b=1060696, c=1457
a=1063611, b=1062153, c=1458
a=1065070, b=1063611, c=1459
a=1066530, b=1065070, c=1460
a=1067991, b=1066530, c=1461
a=1069453, b=1067991, c=1462
a=1070916, b=1069453, c=1463
a=1072380, b=1070916, c=1464
a=1073845, b=1072380, c=1465
a=1075311, b=1073845, c=1466
a=1076778, b=1075311, c=1467
a=1078246, b=1076778, c=1468
a=1079715, b=1078246, c=1469
a=1081185, b=1079715, c=1470
a=1082656, b=1081185, c=1471
a=1084128, b=1082656, c=1472
a=1085601, b=1084128, c=1473
a=1087075, b=1085601, c=1474
a=1088550, b=1087075, c=1475
a=1090026, b=1088550, c=1476
a=1091503, b=1090026, c=1477
a=1092981, b=1091503, c=1478
a=1094460, b=1092981, c=1479
a=1095940, b=1094460, c=1480
a=1097421, b=1095940, c=1481
a=1098903, b=1097421, c=1482
a=1100386, b=1098903, c=1483
a=1101870, b=1100386, c=1484
a=1103355, b=1101870, c=1485
a=1104841, b=1103355, c=1486
a=1106328, b=1104841, c=1487
a=1107816, b=1106328, c=1488
a=1109305, b=1107816, c=1489
a=1110795, b=1109305, c=1490
a=1112286, b=1110795, c=1491
a=1113778, b=1112286, c=1492
a=1115271, b=1113778, c=1493
a=1116765, b=1115271, c=1494
a=1118260, b=1116765, c=1495
a=1119756, b=1118260, c=1496
a=1121253, b=1119756, c=1497
a=1122751, b=1121253, c=1498
a=1124250, b=1122751, c=1499
a=1125750, b=1124250, c=1500
a=1127251, b=1125750, c=1501
a=1128753, b=1127251, c=1502
a=1130256, b=1128753, c=1503
a=1131760, b=1130256, c=1504
a=1133265, b=1131760, c=1505
a=1134771, b=1133265, c=1506
a=1136278, b=1134771, c=1507
a=1137786, b=1136278, c=1508
a=1139295, b=1137786, c=1509
a=1140805, b=1139295, c=1510
a=1142316, b=1140805, c=1511
a=1143828, b=1142316, c=1512
a=1145341, b=1143828, c=1513
a=1146855, b=1145341, c=1514
a=1148370, b=1146855, c=1515
a=1149886, b=1148370, c=1516
a=1151403, b=1149886, c=1517
a=1152921, b=1151403, c=1518
a=1154440, b=1152921, c=1519
a=1155960, b=1154440, c=1520
a=1157481, b=1155960, c=1521
a=1159003, b=1157481, c=1522
a=1160526, b=1159003, c=1523
a=1162050, b=1160526, c=1524
a=1163575, b=1162050, c=1525
a=1165101, b=1163575, c=1526
a=1166628, b=1165101, c=1527
a=1168156, b=1166628, c=1528
a=1169685, b=1168156, c=1529
a=1171215, b=1169685, c=1530
a=1172746, b=1171215, c=1531
a=1174278, b=1172746, c=1532
a=1175811, b=1174278, c=1533
a=1177345, b=1175811, c=1534
a=1178880, b=1177345, c=1535
a=1180416, b=1178880, c=1536
a=1181953, b=1180416, c=1537
a=1183491, b=1181953, c=1538
a=1185030, b=1183491, c=1539
a=1186570, b=1185030, c=1540
a=1188111, b=1186570, c=1541
a=1189653, b=1188111, c=1542
a=1191196, b=1189653, c=1543
a=1192740, b=1191196, c=1544
a=1194285, b=1192740, c=1545
a=1195831, b=1194285, c=1546
a=1197378, b=1195831, c=1547
a=1198926, b=1197378, c=1548
a=1200475, b=1198926, c=1549
a=1202025, b=1200475, c=1550
a=1203576, b=1202025, c=1551
a=1205128, b=1203576, c=1552
a=1206681, b=1205128, c=1553
a=1208235, b=1206681, c=1554
a=1209790, b=1208235, c=1555
a=1211346, b=1209790, c=1556
a=1212903, b=1211346, c=1557
a=1214461, b=1212903, c=1558
a=1216020, b=1214461, c=1559
a=1217580, b=1216020, c=1560
a=1219141, b=1217580, c=1561
a=1220703, b=1219141, c=1562
a=1222266, b=1220703, c=1563
a=1223830, b=1222266, c=1564
a=1225395, b=1223830, c=1565
a=1226961, b=1225395, c=1566
a=1228528, b=1226961, c=1567
a=1230096, b=1228528, c=1568
a=1231665, b=1230096, c=1569
a=1233235, b=1231665, c=1570
a=1234806, b=1233235, c=1571
a=1236378, b=1234806, c=1572
a=1237951, b=1236378, c=1573
a=1239525, b=1237951, c=1574
a=1241100, b=1239525, c=1575
a=1242676, b=1241100, c=1576
a=1244253, b=1242676, c=1577
a=1245831, b=1244253, c=1578
a=1247410, b=1245831, c=1579
a=1248990, b=1247410, c=1580
a=1250571, b=1248990, c=1581
a=1252153, b=1250571, c=1582
a=1253736, b=1252153, c=1583
a=1255320, b=1253736, c=1584
a=1256905, b=1255320, c=1585
a=1258491, b=1256905, c=1586
a=1260078, b=1258491, c=1587
a=1261666, b=1260078, c=1588
a=1263255, b=1261666, c=1589
a=1264845, b=1263255, c=1590
a=1266436, b=1264845, c=1591
a=1268028, b=1266436, c=1592
a=1269621, b=1268028, c=1593
a=1271215, b=1269621, c=1594
a=1272810, b=1271215, c=1595
a=1274406, b=1272810, c=1596
a=1276003, b=1274406, c=1597
a=1277601, b=1276003, c=1598
a=1279200, b=1277601, c=1599
a=1280800, b=1279200, c=1600
a=1282401, b=1280800, c=1601
a=1284003, b=1282401, c=1602
a=1285606, b=1284003, c=1603
a=1287210, b=1285606, c=1604
a=1288815, b=1287210, c=1605
a=1290421, b=1288815, c=1606
a=1292028, b=1290421, c=1607
a=1293636, b=1292028, c=1608
a=1295245, b=1293636, c=1609
a=1296855, b=1295245, c=1610
a=1298466, b=1296855, c=1611
a=1300078, b=1298466, c=1612
a=1301691, b=1300078, c=1613
a=1303305, b=1301691, c=1614
a=1304920, b=1303305, c=1615
a=1306536, b=1304920, c=1616
a=1308153, b=1306536, c=1617
a=1309771, b=1308153, c=1618
a=1311390, b=1309771, c=1619
a=1313010, b=1311390, c=1620
a=1314631, b=1313010, c=1621
a=1316253, b=1314631, c=1622
a=1317876, b=1316253, c=1623
a=1319500, b=1317876, c=1624
a=1321125, b=1319500, c=1625
a=1322751, b=1321125, c=1626
a=1324378, b=1322751, c=1627
a=1326006, b=1324378, c=1628
a=1327635, b=1326006, c=1629
a=1329265, b=1327635, c=1630
a=1330896, b=1329265, c=1631
a=1332528, b=1330896, c=1632
a=1334161, b=1332528, c=1633
a=1335795, b=1334161, c=1634
a=1337430, b=1335795, c=1635
a=1339066, b=1337430, c=1636
a=1340703, b=1339066, c=1637
a=1342341, b=1340703, c=1638
a=1343980, b=1342341, c=1639
a=1345620, b=1343980, c=1640
a=1347261, b=1345620, c=1641
a=1348903, b=1347261, c=1642
a=1350546, b=1348903, c=1643
a=1352190, b=1350546, c=1644
a=1353835, b=1352190, c=1645
a=1355481, b=1353835, c=1646
a=1357128, b=1355481, c=1647
a=1358776, b=1357128, c=1648
a=1360425, b=1358776, c=1649
a=1362075, b=1360425, c=1650
a=1363726, b=1362075, c=1651
a=1365378, b=1363726, c=1652
a=1367031, b=1365378, c=1653
a=1368685, b=1367031, c=1654
a=1370340, b=1368685, c=1655
a=1371996, b=1370340, c=1656
a=1373653, b=1371996, c=1657
a=1375311, b=1373653, c=1658
a=1376970, b=1375311, c=1659
a=1378630, b=1376970, c=1660
a=1380291, b=1378630, c=1661
a=1381953, b=1380291, c=1662
a=1383616, b=1381953, c=1663
a=1385280, b=1383616, c=1664
a=1386945, b=1385280, c=1665
a=1388611, b=1386945, c=1666
a=1390278, b=1388611, c=1667
a=1391946, b=1390278, c=1668
a=1393615, b=1391946, c=1669
a=1395285, b=1393615, c=1670
a=1396956, b=1395285, c=1671
a=1398628, b=1396956, c=1672
a=1400301, b=1398628, c=1673
a=1401975, b=1400301, c=1674
a=1403650, b=1401975, c=1675
a=1405326, b=1403650, c=1676
a=1407003, b=1405326, c=1677
a=1408681, b=1407003, c=1678
a=1410360, b=1408681, c=1679
a=1412040, b=1410360, c=1680
a=1413721, b=1412040, c=1681
a=1415403, b=1413721, c=1682
a=1417086, b=1415403, c=1683
a=1418770, b=1417086, c=1684
a=1420455, b=1418770, c=1685
a=1422141, b=1420455, c=1686
a=1423828, b=1422141, c=1687
a=1425516, b=1423828, c=1688
a=1427205, b=1425516, c=1689
a=1428895, b=1427205, c=1690
a=1430586, b=1428895, c=1691
a=1432278, b=1430586, c=1692
a=1433971, b=1432278, c=1693
a=1435665, b=1433971, c=1694
a=1437360, b=1435665, c=1695
a=1439056, b=1437360, c=1696
a=1440753, b=1439056, c=1697
a=1442451, b=1440753, c=1698
a=1444150, b=1442451, c=1699
a=1445850, b=1444150, c=1700
a=1447551, b=1445850, c=1701
a=1449253, b=1447551, c=1702
a=1450956, b=1449253, c=1703
a=1452660, b=1450956, c=1704
a=1454365, b=1452660, c=1705
a=1456071, b=1454365, c=1706
a=1457778, b=1456071, c=1707
a=1459486, b=1457778, c=1708
a=1461195, b=1459486, c=1709
a=1462905, b=1461195, c=1710
a=1464616, b=1462905, c=1711
a=1466328, b=1464616, c=1712
a=1468041, b=1466328, c=1713
a=1469755, b=1468041, c=1714
a=1471470, b=1469755, c=1715
a=1473186, b=1471470, c=1716
a=1474903, b=1473186, c=1717
a=1476621, b=1474903, c=1718
a=1478340, b=1476621, c=1719
a=1480060, b=1478340, c=1720
a=1481781, b=1480060, c=1721
a=1483503, b=1481781, c=1722
a=1485226, b=1483503, c=1723
a=1486950, b=1485226, c=1724
a=1488675, b=1486950, c=1725
a=1490401, b=1488675, c=1726
a=1492128, b=1490401, c=1727
a=1493856, b=1492128, c=1728
a=1495585, b=1493856, c=1729
a=1497315, b=1495585, c=1730
a=1499046, b=1497315, c=1731
a=1500778, b=1499046, c=1732
a=1502511, b=1500778, c=1733
